y/delta,y+,u'u',w'w',v'v',u'w',u'v',w'v',k,u+,dU/dy,v+,P
5.980358687569639e-01,5.983418397197278e+02,1.649599083024245e+00,6.439221749460901e-01,7.949450574991287e-01,-3.965831292697289e-01,2.980913844810822e-03,4.788865152077484e-05,1.544233157734732e+00,2.142382108763059e+01,5.270348093761462e-03,-6.159073245601609e-03,-6.439221749460905e-01
6.037393541959690e-01,6.040482432126860e+02,1.629166412397095e+00,6.381829233734881e-01,7.855554389257861e-01,-3.909352895185833e-01,3.096869369929478e-03,3.010465713192662e-05,1.526452387348185e+00,2.145373229302844e+01,5.213108234833040e-03,-6.224567272996288e-03,-6.381829233734891e-01
6.094581750852277e-01,6.097699900019195e+02,1.608725885835553e+00,6.324701592666354e-01,7.761970126596369e-01,-3.852751788760778e-01,3.219894524413760e-03,6.886520985350641e-06,1.508696528880912e+00,2.148339665662567e+01,5.155835184756263e-03,-6.292651611003250e-03,-6.324701592666361e-01
6.151921101040150e-01,6.155068586534699e+02,1.588303988236911e+00,6.267796385579074e-01,7.668583018376124e-01,-3.796006440259928e-01,3.341984623115825e-03,-2.489213538861729e-05,1.490970964316215e+00,2.151281019413375e+01,5.098485253816021e-03,-6.367480643132781e-03,-6.267796385579076e-01
6.209409373466837e-01,6.212586271481572e+02,1.567887624478029e+00,6.211062201962557e-01,7.575428120467433e-01,-3.739085614168765e-01,3.474277406527598e-03,-6.801342665987015e-05,1.473268328360514e+00,2.154197229565220e+01,5.041866719992812e-03,-6.457065383682875e-03,-6.211062201962558e-01
6.267044343312507e-01,6.270250728901707e+02,1.547459193837594e+00,6.154505224094016e-01,7.482724848976632e-01,-3.681952493990399e-01,3.624138893411266e-03,-1.203012632700127e-04,1.455591100572330e+00,2.157088280316883e+01,4.985175999579424e-03,-6.565682032118391e-03,-6.154505224094017e-01
6.324823780080080e-01,6.328059727156842e+02,1.527053526180601e+00,6.098191291704153e-01,7.390534753224582e-01,-3.624615488604493e-01,3.783103721729640e-03,-1.722896118462815e-04,1.437963065336737e+00,2.159953520495008e+01,4.927441968933927e-03,-6.690469690175232e-03,-6.098191291704158e-01
6.382745447681553e-01,6.386011029014932e+02,1.506731143742190e+00,6.042178992096602e-01,7.298810678023373e-01,-3.567105697386874e-01,3.929483390228796e-03,-2.161641244943686e-04,1.420415055377094e+00,2.162792050645199e+01,4.868705735160933e-03,-6.829647245085405e-03,-6.042178992096608e-01
6.440807104524520e-01,6.444102391736714e+02,1.486528066560569e+00,5.986506283390720e-01,7.207479420914414e-01,-3.509484872678089e-01,4.051389206786133e-03,-2.489118820423253e-04,1.402963318495541e+00,2.165603131978689e+01,4.809379175175689e-03,-6.985321344871170e-03,-5.986506283390722e-01
6.499006503598943e-01,6.502331567162519e+02,1.466456497929891e+00,5.931216202088412e-01,7.116266235418085e-01,-3.451773881815468e-01,4.172951322049504e-03,-2.725738272312998e-04,1.385602370840270e+00,2.168386170752449e+01,4.749454842511266e-03,-7.160765206489207e-03,-5.931216202088420e-01
6.557341392564099e-01,6.560696301799267e+02,1.446513761014727e+00,5.876350563535744e-01,7.025154833797234e-01,-3.393945411175471e-01,4.318941148914544e-03,-2.894272026446194e-04,1.368332150374012e+00,2.171140648034095e+01,4.689537168280390e-03,-7.359000508068265e-03,-5.876350563535748e-01
6.615809513835750e-01,6.619194336907681e+02,1.426662543155766e+00,5.821957332088378e-01,6.934365430045872e-01,-3.335997494293815e-01,4.480763077619237e-03,-2.951607694319286e-04,1.351147409684595e+00,2.173866623691672e+01,4.630399896611250e-03,-7.573566949598069e-03,-5.821957332088384e-01
6.674408604673514e-01,6.677823408589701e+02,1.406873055588866e+00,5.768080915287160e-01,6.844154866678219e-01,-3.278001710053731e-01,4.632739896036790e-03,-2.839350679835669e-04,1.334048316892702e+00,2.176563711439002e+01,4.569575127209455e-03,-7.788858122136831e-03,-5.768080915287165e-01
6.733136397268433e-01,6.736581247876098e+02,1.387152225421234e+00,5.714746830625338e-01,6.754836850719848e-01,-3.220040027561122e-01,4.758918334370038e-03,-2.533603340494347e-04,1.317055296777876e+00,2.179230010109846e+01,4.505642217412986e-03,-7.987452886943844e-03,-5.714746830625342e-01
6.791990618830738e-01,6.795465580814283e+02,1.367496606454260e+00,5.661954276984799e-01,6.666547694726424e-01,-3.162084991438188e-01,4.850973539062457e-03,-2.087552711048751e-04,1.300173401812691e+00,2.181864075327568e+01,4.441030401332600e-03,-8.157026264186924e-03,-5.661954276984802e-01
6.850968991677804e-01,6.854474128556309e+02,1.347892001169196e+00,5.609679199986779e-01,6.579422915427907e-01,-3.104050240065528e-01,4.906614579948064e-03,-1.624482942893850e-04,1.283401106355332e+00,2.184465689411370e+01,4.376705849492411e-03,-8.295026635117789e-03,-5.609679199986780e-01
6.910069233322305e-01,6.913604607447070e+02,1.328345972816712e+00,5.557891580368034e-01,6.493482272091693e-01,-3.045922339354716e-01,4.930215261940158e-03,-1.237922832154113e-04,1.266741679031342e+00,2.187034422818127e+01,4.311403758157999e-03,-8.405978484762655e-03,-5.557891580368043e-01
6.969289056560539e-01,6.972854729112669e+02,1.308874727840906e+00,5.506586248865039e-01,6.408552304225013e-01,-2.987735015454741e-01,4.926516739223108e-03,-9.308783116138901e-05,1.250194291574956e+00,2.189569127878161e+01,4.244242708684650e-03,-8.493783096337531e-03,-5.506586248865043e-01
7.028626169560948e-01,7.032222200548985e+02,1.289503848556596e+00,5.455787517357650e-01,6.324639788236255e-01,-2.929491422366123e-01,4.895595036251506e-03,-6.770878731802501e-05,1.233773289557993e+00,2.192068451064587e+01,4.175398274170508e-03,-8.559376714899590e-03,-5.455787517357658e-01
7.088078275952812e-01,7.091704724210417e+02,1.270269809914119e+00,5.405520058335662e-01,6.241872257753445e-01,-2.871160148917108e-01,4.828669172573586e-03,-4.764337753676342e-05,1.217504520761515e+00,2.194531366398945e+01,4.105709983154963e-03,-8.601876147922401e-03,-5.405520058335666e-01
7.147643074915118e-01,7.15129998098789e+02,1.251175795614869e+00,5.355812112841370e-01,6.160232217006523e-01,-2.812712244252214e-01,4.720816931777587e-03,-3.628743859972787e-05,1.201390114299829e+00,2.196957457163243e+01,4.036391459296566e-03,-8.619812581744546e-03,-5.355812112841375e-01
7.207318261265605e-01,7.211005715852449e+02,1.232205662870890e+00,5.306683546761467e-01,6.079552368542654e-01,-2.754108759343911e-01,4.586221704552550e-03,-3.329992385910769e-05,1.185414627200651e+00,2.199347126635223e+01,3.968767389158964e-03,-8.608442815538540e-03,-5.306683546761471e-01
7.267101525549977e-01,7.270819566835522e+02,1.213357215077480e+00,5.258134623070725e-01,5.999729565533748e-01,-2.695255888418436e-01,4.460101970736280e-03,-3.517574834754189e-05,1.169571816968964e+00,2.201701031320592e+01,3.901944415843270e-03,-8.562260733721634e-03,-5.258134623070729e-01
7.326990554131275e-01,7.330739236227332e+02,1.194649616761501e+00,5.210171200227075e-01,5.920763343806492e-01,-2.636108154021595e-01,4.381867868410928e-03,-4.031348812516182e-05,1.153871535582429e+00,2.204018795980841e+01,3.834160510343234e-03,-8.483460675419958e-03,-5.210171200227078e-01
7.386983029279417e-01,7.390762405111985e+02,1.176101840213524e+00,5.162826888952426e-01,5.842810248356802e-01,-2.576684931000721e-01,4.366641902040836e-03,-4.899895356237667e-05,1.138332776972224e+00,2.206299772397174e+01,3.766255558384757e-03,-8.378799419468005e-03,-5.162826888952429e-01
7.447076629260898e-01,7.450886750568116e+02,1.157724313512701e+00,5.116171823470133e-01,5.765974221004382e-01,-2.517034386550294e-01,4.407654207327366e-03,-6.079012316896216e-05,1.122969458980076e+00,2.208543774581350e+01,3.698097106207938e-03,-8.254265430544260e-03,-5.116171823470137e-01
7.507269028428641e-01,7.511109945758784e+02,1.139533762667848e+00,5.070298725177311e-01,5.690246850022441e-01,-2.457237167641547e-01,4.490855209966246e-03,-7.631341646667873e-05,1.107794160093912e+00,2.210749953778250e+01,3.628345180654201e-03,-8.115457933830939e-03,-5.070298725177318e-01
7.567557897311997e-01,7.571429660021523e+02,1.121556087914141e+00,5.025274482285601e-01,5.615857618235139e-01,-2.397363887761105e-01,4.593453291973390e-03,-9.725496031083911e-05,1.092834648983108e+00,2.212917308785472e+01,3.557933819932230e-03,-7.968063986361986e-03,-5.025274482285604e-01
7.627940902706903e-01,7.631843558958540e+02,1.103803806166781e+00,4.981114717849118e-01,5.543154680320517e-01,-2.337448411962301e-01,4.687656743795198e-03,-1.203667191124407e-04,1.078115372991872e+00,2.215045663280289e+01,3.488112172236492e-03,-7.815150011396717e-03,-4.981114717849124e-01
7.688415707766171e-01,7.692349304527054e+02,1.086269496891951e+00,4.937800309725789e-01,5.472329622316986e-01,-2.277506458420023e-01,4.759577417329012e-03,-1.443393978061720e-04,1.063641245048114e+00,2.217135138258722e+01,3.418541869499295e-03,-7.656089112716353e-03,-4.937800309725794e-01
7.748979972089929e-01,7.752944555129783e+02,1.068959599272101e+00,4.895298247972996e-01,5.403381099049581e-01,-2.217552828246603e-01,4.795251410283653e-03,-1.690693110584108e-04,1.049413766987179e+00,2.219185275812358e+01,3.347860338950655e-03,-7.487220067369319e-03,-4.895298247973001e-01
7.809631351816195e-01,7.813626965705564e+02,1.051876844742297e+00,4.853591523829617e-01,5.336222599335176e-01,-2.157589947711945e-01,4.781265869263074e-03,-1.919283817772381e-04,1.035429128529388e+00,2.221195037632577e+01,3.275946056270086e-03,-7.302070049172701e-03,-4.853591523829621e-01
7.870367499711586e-01,7.874394187820106e+02,1.035003999622151e+00,4.812698866342899e-01,5.270775412102962e-01,-2.097595414750636e-01,4.714510743474521e-03,-2.090956503404015e-04,1.021675713733369e+00,2.223163939959198e+01,3.204331508715424e-03,-7.098514257368472e-03,-4.812698866342904e-01
7.931186065262155e-01,7.935243869756878e+02,1.018331091988623e+00,4.772678060231894e-01,5.207017371947692e-01,-2.037521555446637e-01,4.593791281063832e-03,-2.151454225776777e-04,1.008150317603291e+00,2.225091960455944e+01,3.132415796875082e-03,-6.880063204123364e-03,-4.772678060231900e-01
7.992084694764355e-01,7.996173656608116e+02,1.001887873612153e+00,4.733611133091924e-01,5.144854469813208e-01,-1.977349499373606e-01,4.432637805627267e-03,-2.146070689675779e-04,9.948672169513331e-01,2.226978028033049e+01,3.058098356991785e-03,-6.658684657323717e-03,-4.733611133091929e-01
8.053061031416138e-01,8.057181190365968e+02,9.857122302107028e-01,4.695565634166888e-01,5.084203854423085e-01,-1.917107624232849e-01,4.255407170665861e-03,-2.184271910505492e-04,9.818445895348500e-01,2.228820485087766e+01,2.981843813356811e-03,-6.452803046624191e-03,-4.695565634166897e-01
8.114112715408150e-01,8.118264110013743e+02,9.698121675421036e-01,4.658565556732494e-01,5.024817026521078e-01,-1.856828335199328e-01,4.070203567710319e-03,-2.305923271979897e-04,9.690752129337304e-01,2.230618416582546e+01,2.904919504407211e-03,-6.271325265576167e-03,-4.658565556732500e-01
8.175237384015068e-01,8.179420051617280e+02,9.541972324801247e-01,4.622599780330710e-01,4.966476671756509e-01,-1.796510205554761e-01,3.875278026991601e-03,-2.481657899991685e-04,9.565524388444233e-01,2.232371160251580e+01,2.826882155165927e-03,-6.112373557950052e-03,-4.622599780330714e-01
8.236432671687034e-01,8.240646648416447e+02,9.388840858672748e-01,4.587655263113145e-01,4.909257235219389e-01,-1.736143571721279e-01,3.669434764025693e-03,-2.631814353278190e-04,9.442876678502641e-01,2.234077634947915e+01,2.747122560392697e-03,-5.965635724070794e-03,-4.587655263113148e-01
8.297696210141201e-01,8.301941530916720e+02,9.238929431519036e-01,4.553730067620042e-01,4.853346874174230e-01,-1.675726831354916e-01,3.443515375893685e-03,-2.693484209299096e-04,9.323003186656653e-01,2.235736542549099e+01,2.665424255673053e-03,-5.816555906717583e-03,-4.553730067620048e-01
8.359025628453391e-01,8.363302326980893e+02,9.092492938559144e-01,4.520838665124808e-01,4.798832008549101e-01,-1.615263696320106e-01,3.193262009674682e-03,-2.683006521935764e-04,9.206081806116526e-01,2.237346488856842e+01,2.581777913993340e-03,-5.656075440918511e-03,-4.520838665124816e-01
8.420418553149849e-01,8.424726661920878e+02,8.949696824022713e-01,4.489012750769157e-01,4.745758176615305e-01,-1.554795160924246e-01,2.930193852220896e-03,-2.633948518445170e-04,9.092233875703587e-01,2.238906266305268e+01,2.496749857649261e-03,-5.476537184991507e-03,-4.489012750769162e-01
8.481872608299091e-01,8.486212158589605e+02,8.810577230534417e-01,4.458279693266970e-01,4.694339687259223e-01,-1.494370094199739e-01,2.669333820066005e-03,-2.600654800522590e-04,8.981598305530305e-01,2.240414974466003e+01,2.410559301591572e-03,-5.270068050472810e-03,-4.458279693266975e-01
8.543385415603867e-01,8.547756437473021e+02,8.675079491461166e-01,4.428647682635939e-01,4.644813404138389e-01,-1.433997457808555e-01,2.418099960662569e-03,-2.609694978860304e-04,8.874270289117747e-01,2.241871564102376e+01,2.322549089786588e-03,-5.039484913560077e-03,-4.428647682635939e-01
8.604954594493189e-01,8.609357116782177e+02,8.543362645992274e-01,4.400133042549600e-01,4.597178861464554e-01,-1.373667826057342e-01,2.171758071752065e-03,-2.588854107469735e-04,8.770337275003215e-01,2.243274548118489e+01,2.232174479715029e-03,-4.793071465938879e-03,-4.400133042549607e-01
8.666577762214468e-01,8.671011812545403e+02,8.415850400545196e-01,4.372780086042366e-01,4.551354557844817e-01,-1.313349121395313e-01,1.929166174527348e-03,-2.477726864086047e-04,8.669992522216190e-01,2.244622437033439e+01,2.140017826587971e-03,-4.535818028758566e-03,-4.372780086042369e-01
8.728252533925724e-01,8.732718138700573e+02,8.292936957666635e-01,4.346636327892988e-01,4.507226503890677e-01,-1.252957296645096e-01,1.696554686675971e-03,-2.272785729265992e-04,8.573399894725149e-01,2.245914306817469e+01,2.047065078885711e-03,-4.271305992898209e-03,-4.346636327892993e-01
8.789976522787881e-01,8.794473707187439e+02,8.174898273431528e-01,4.321733482594283e-01,4.464832052851354e-01,-1.192411555417481e-01,1.476650266781072e-03,-1.993487446968128e-04,8.480731904438582e-01,2.247149650265788e+01,1.953604218276089e-03,-4.004079536956786e-03,-4.321733482594285e-01
8.851747340057141e-01,8.856276128040058e+02,8.061940740141987e-01,4.298101232182578e-01,4.424357053062306e-01,-1.131659317813761e-01,1.266299770240009e-03,-1.680879927469861e-04,8.392199512693436e-01,2.248327987783336e+01,1.859567465192067e-03,-3.742759854026858e-03,-4.298101232182582e-01
8.913562595177424e-01,8.918123009479281e+02,7.954298453382448e-01,4.275767064708298e-01,4.385886161162864e-01,-1.070694368803771e-01,1.063938662606664e-03,-1.353194726375076e-04,8.307975839626806e-01,2.249448947667359e+01,1.765462795480591e-03,-3.495442094026107e-03,-4.275767064708302e-01
8.975419895872890e-01,8.980011958005315e+02,7.852236095578968e-01,4.254737142394286e-01,4.349403920560956e-01,-1.009563667697674e-01,8.797241418954197e-04,-1.042269207709714e-04,8.228188579267106e-01,2.250512604996021e+01,1.671935246943261e-03,-3.266031347646271e-03,-4.254737142394293e-01
9.037316848240518e-01,9.041940578490353e+02,7.755981215816393e-01,4.235002516215066e-01,4.314857870735995e-01,-9.483162655896946e-02,7.193521518622756e-04,-8.011302468302881e-05,8.152920801383727e-01,2.251519008351142e+01,1.578090676137618e-03,-3.052485348721204e-03,-4.235002516215070e-01
9.099251056842746e-01,9.103906474271269e+02,7.665523900615673e-01,4.216548541114429e-01,4.282382956872466e-01,-8.869802840730311e-02,5.731795662634348e-04,-6.562466665701909e-05,8.082227699301284e-01,2.252467453238945e+01,1.482877422497906e-03,-2.846700184513413e-03,-4.216548541114435e-01
9.161220124800187e-01,9.165907247242362e+02,7.580628226680528e-01,4.199349868942412e-01,4.252254729658678e-01,-8.255468248888312e-02,4.336363379548614e-04,-6.121302331204493e-05,8.016116412640809e-01,2.253357049229054e+01,1.386634299625543e-03,-2.642527563856330e-03,-4.199349868942417e-01
9.223221653884378e-01,9.227940497948179e+02,7.501200767711625e-01,4.183383623213422e-01,4.224538555199265e-01,-7.640421253631317e-02,3.056916743770008e-04,-6.586676366417311e-05,7.954561473062156e-01,2.254187195643671e+01,1.289741278298428e-03,-2.438467859967238e-03,-4.183383623213426e-01
9.285253244610600e-01,9.290003825676356e+02,7.427414206551237e-01,4.168643856592515e-01,4.199161619890942e-01,-7.025181129748455e-02,1.979640795757758e-04,-7.593145905571544e-05,7.897609841517348e-01,2.254957486789397e+01,1.192494145080482e-03,-2.234686110560645e-03,-4.168643856592523e-01
9.347312496330733e-01,9.352094828550540e+02,7.359453434438664e-01,4.155133252763334e-01,4.176156570186643e-01,-6.410038611962859e-02,1.073244915181756e-04,-8.585483785521875e-05,7.845371628694320e-01,2.255667572828304e+01,1.094570418329935e-03,-2.030159584460909e-03,-4.155133252763336e-01
9.409397007326168e-01,9.414211103623340e+02,7.297444781864244e-01,4.142865919252022e-01,4.155741856412506e-01,-5.795434920449202e-02,2.887032255042956e-05,-9.726812220524800e-05,7.798026278764387e-01,2.256316755419553e+01,9.954712458425967e-04,-1.824891046533187e-03,-4.142865919252029e-01
9.471504374900750e-01,9.476350246969317e+02,7.241393509616206e-01,4.131882797576756e-01,4.137806999410468e-01,-5.181834635964416e-02,-4.007768387322362e-05,-1.148761828779646e-04,7.755541653301716e-01,2.256904272765409e+01,8.953084591195556e-04,-1.623646844561721e-03,-4.131882797576762e-01
9.533632195473765e-01,9.538509853778021e+02,7.191357247701673e-01,4.122230655331720e-01,4.121930494038543e-01,-4.569481756136377e-02,-1.031918808441108e-04,-1.369328410155570e-04,7.717759198535968e-01,2.257429259016314e+01,7.935298227370839e-04,-1.431123710998455e-03,-4.122230655331726e-01
9.595778064672961e-01,9.600687518447062e+02,7.147549116642807e-01,4.113916763986996e-01,4.107884818780947e-01,-3.958246432319178e-02,-1.617514351283785e-04,-1.578423056383531e-04,7.684675349705375e-01,2.257890567096505e+01,6.901149113899055e-04,-1.246992018909878e-03,-4.113916763986999e-01
9.657939577427594e-01,9.662880834675195e+02,7.110033343423934e-01,4.106903944082181e-01,4.095782397254700e-01,-3.347783051414568e-02,-2.166624155908913e-04,-1.709679218114371e-04,7.656359842380407e-01,2.258287376239586e+01,5.858238328385277e-04,-1.068427929146319e-03,-4.106903944082185e-01
9.720114328061512e-01,9.725087395555463e+02,7.078715086185716e-01,4.101138877275411e-01,4.085808757851485e-01,-2.737911745508482e-02,-2.637580456142023e-04,-1.703285481103577e-04,7.632831360656307e-01,2.258619169943675e+01,4.807963887646669e-04,-8.974445807143684e-04,-4.101138877275411e-01
9.782299910386247e-01,9.787304793668327e+02,7.053529476181231e-01,4.096577722645350e-01,4.077928764434322e-01,-2.128724286819022e-02,-2.964841147235533e-04,-1.527839787486015e-04,7.614017981630451e-01,2.258885429898162e+01,3.749784947975808e-04,-7.422379065187115e-04,-4.096577722645353e-01
9.844493917794144e-01,9.849530621174848e+02,7.034511655401907e-01,4.093194416025973e-01,4.071979335273248e-01,-1.520128098667215e-02,-3.186348800575808e-04,-1.204586263181721e-04,7.599842703350563e-01,2.259085642821452e+01,2.684133245527092e-04,-6.133027128913383e-04,-4.093194416025974e-01
9.906693943351491e-01,9.911762469909864e+02,7.021768940439216e-01,4.090965473219135e-01,4.067965782079037e-01,-9.118776305840634e-03,-3.374967974746139e-04,-7.666175500316223e-05,7.590350097868694e-01,2.259219375219141e+01,1.613086215983594e-04,-5.199234927045872e-04,-4.090965473219141e-01
9.968897579891672e-01,9.973997931475188e+02,7.015401963929812e-01,4.089860019337556e-01,4.065963191133335e-01,-3.039143288906542e-03,-3.512194615377568e-04,-2.609377531360039e-05,7.585612587200351e-01,2.259286340510665e+01,5.383480654537735e-05,-4.694460709892705e-04,-4.089860019337560e-01
